,SubjID,h1_demo_age_nontrad1,h1_demo_gender_male1,h1_demo_ethn_Lat1,h1_demo_ethn_Afr1,h1_demo_ethn_Asn1,h1_demo_ethn_Euro1,h1_demo_ethn_MENA1,h1_demo_ethn_Other1,h1_demo_parents_y_1,h1_demo_addl_lang_EngOther1,h1_demo_first_semest1,h1_regents_avg,h1_ESSES_avg,h1_textbook_y_1,h1_blackboard_y_1,synchronous1,section,HUMAN_attn,HUMAN_work,HUMAN_course,HUMAN_mental,HUMAN_sleep,HUMAN_family,HUMAN_tech,HUMAN_instr,HUMAN_disrupt,Attrition,Section.Type,GPA,h1_ESSES_Read_1,h1_ESSES_Read_2,h1_ESSES_Read_3,h1_ESSES_Read_4_reverse,h1_ESSES_Read_avg,h1_ESSES_Research_1,h1_ESSES_Research_2,h1_ESSES_Research_3,h1_ESSES_Research_4_reverse,h1_ESSES_Research_5,h1_ESSES_Research_avg,h1_ESSES_IL_1,h1_ESSES_IL_2_reverse,h1_ESSES_IL_3_reverse,h1_ESSES_IL_4,h1_ESSES_IL_avg,h1_ESSES_Tech_1,h1_ESSES_Tech_2,h1_ESSES_Tech_3_reverse,h1_ESSES_Tech_4,h1_ESSES_Tech_5,h1_ESSES_Tech_avg,h1_regents_correct1_1,h1_regents_correct1_2,h1_regents_correct1_3,h1_regents_correct1_4,h1_regents_correct1_5,h1_regents_correct1_6
93,SH6654,0,1,1,0,0,0,0,0,1,1,0,0.5,3.888888889,1,1,1,SH,1,1,0,0,0,0,0,0,1,0,regular,0,6,6,5,4,5.25,2,4,4,3,2,3,4,4,4,3,3.75,5,4,3,4,3,3.8,1,1,1,0,0,0
94,SH6853,0,0,0,0,0,1,0,0,1,1,0,0.5,3.666666667,0,1,1,SH,0,0,0,1,0,0,1,0,0,0,regular,4,4,5,2,4,3.75,3,4,4,3,4,3.6,4,3,4,4,3.75,4,4,2,4,4,3.6,1,1,1,0,0,0
95,SH4701,0,0,0,1,0,0,0,0,0,1,1,0.666666667,4.166666667,1,1,1,SH,0,0,0,1,0,0,0,1,0,0,regular,3.3,4,4,4,3,3.75,4,4,4,3,4,3.8,5,4,4,5,4.5,5,5,3,5,5,4.6,1,1,0,1,0,1
96,SH3692,0,0,0,1,0,0,0,0,1,1,0,0.5,3.166666667,1,0,1,SH,0,0,0,0,0,0,0,0,0,0,regular,3.7,4,3,2,3,3,3,3,2,3,1,2.4,4,3,1,4,3,5,3,2,6,5,4.2,1,1,0,0,1,0
97,SH4034,0,1,1,0,0,1,0,0,0,1,0,1,5.777777778,1,1,1,SH,0,0,0,1,1,0,1,0,0,0,regular,4,6,6,5,6,5.75,5,6,6,6,5,5.6,6,6,6,6,6,6,6,6,5,6,5.8,1,1,1,1,1,1
98,SK8617,0,1,0,1,0,0,1,0,1,1,0,1,4.055555556,1,1,1,SK,0,0,0,0,0,0,1,1,1,0,regular,4,6,6,5,2,4.75,4,4,4,3,5,4,6,4,4,5,4.75,5,4,2,1,3,3,1,1,1,1,1,1
99,SK2929,0,0,0,0,1,0,0,0,1,1,0,1,4.722222222,1,1,1,SK,1,0,0,1,0,0,1,0,0,0,regular,3.3,6,6,5,4,5.25,5,5,5,3,5,4.6,6,4,5,5,5,5,4,3,5,4,4.2,1,1,1,1,1,1
100,SK7075,0,0,0,0,1,0,0,0,1,0,0,0.833333333,4.5,1,1,1,SK,0,1,0,1,0,1,1,0,1,0,regular,4,5,5,5,3,4.5,4,4,4,5,4,4.2,5,4,5,4,4.5,4,5,5,5,5,4.8,1,1,1,1,0,1
101,SK1236,0,0,0,1,0,0,0,0,1,0,0,0.666666667,3.666666667,1,1,1,SK,0,0,0,0,0,0,0,0,1,0,regular,4,4,4,4,3,3.75,4,3,3,3,3,3.2,4,5,3,4,4,4,3,3,6,3,3.8,0,1,1,1,1,0
102,SK8146,1,1,0,1,0,0,0,0,0,1,1,0.833333333,4.777777778,1,1,1,SK,0,1,0,1,0,0,1,0,0,0,regular,3.7,5,6,4,5,5,5,5,5,4,5,4.8,5,5,4,6,5,5,5,3,6,3,4.4,1,1,1,1,1,0
103,SK4321,0,0,1,0,0,0,0,0,0,1,0,0.666666667,4,0,1,1,SK,1,0,0,0,0,0,0,0,0,0,regular,3.3,4,5,5,4,4.5,4,4,4,4,3,3.8,4,3,3,4,3.5,4,4,4,5,4,4.2,1,0,1,1,0,1
104,SK0088,0,0,1,0,0,1,0,0,0,1,0,1,4.555555556,1,1,1,SK,0,0,0,0,1,1,1,0,1,1,regular,NA,5,5,4,3,4.25,4,5,5,5,5,4.8,4,5,5,5,4.75,5,3,4,6,4,4.4,1,1,1,1,1,1
105,SK0830,0,1,0,0,1,0,0,0,1,0,0,1,5,1,1,1,SK,0,0,0,0,0,0,1,0,0,1,regular,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
106,SK6835,0,0,0,0,0,1,0,0,1,0,0,0.833333333,4.111111111,1,1,1,SK,0,0,0,0,0,0,1,0,0,0,regular,4,5,5,4,5,4.75,4,4,3,3,4,3.6,4,5,4,4,4.25,5,4,2,6,3,4,1,1,1,0,1,1
107,SK9799,0,0,0,0,0,1,0,0,0,1,0,0.833333333,4.555555556,1,1,1,SK,1,0,0,0,0,0,0,0,0,0,regular,4,6,6,4,3,4.75,5,5,5,4,4,4.6,6,1,1,6,3.5,5,6,3,6,6,5.2,1,1,1,1,0,1
108,SK1566,0,0,0,0,1,0,0,0,1,1,0,1,5.111111111,1,1,1,SK,0,0,0,0,0,0,1,0,0,0,regular,3.7,5,6,5,5,5.25,4,5,5,5,4,4.6,5,5,5,6,5.25,6,5,4,6,6,5.4,1,1,1,1,1,1
109,SK8348,0,1,0,0,0,1,0,0,1,0,1,0.666666667,4.555555556,1,1,1,SK,1,0,0,0,1,0,1,0,0,0,regular,0,5,5,5,3,4.5,5,5,5,3,4,4.4,6,4,2,6,4.5,6,4,3,6,5,4.8,0,1,1,0,1,1
110,SK6161,0,0,0,0,0,1,0,0,0,0,0,0.333333333,4.5,1,1,1,SK,1,0,0,0,0,0,0,0,1,0,regular,3,6,6,5,3,5,5,5,5,2,5,4.4,6,1,1,6,3.5,6,6,1,6,6,5,1,1,0,0,0,0
111,SK9088,0,0,1,0,0,0,0,0,1,1,0,1,3.611111111,1,1,1,SK,0,0,0,0,1,0,1,0,0,0,regular,3,4,4,4,2,3.5,4,4,3,3,3,3.4,4,4,3,3,3.5,4,4,2,5,5,4,1,1,1,1,1,1
112,SK3492,0,1,1,0,0,0,0,0,0,1,0,1,4.777777778,1,1,1,SK,1,1,0,0,1,0,0,0,0,0,regular,0,5,5,5,5,5,4,5,5,5,5,4.8,5,5,5,5,5,5,5,3,5,4,4.4,1,1,1,1,1,1
113,SK8651,0,1,1,0,0,0,0,0,0,1,0,0.5,3.555555556,0,1,1,SK,0,0,0,0,0,1,0,1,0,0,regular,0,5,4,4,2,3.75,2,2,3,4,4,3,4,4,3,4,3.75,4,4,3,4,4,3.8,0,1,1,1,0,0
114,SK1063,0,1,0,0,0,1,0,0,1,1,0,1,4.833333333,1,1,1,SK,0,0,0,0,0,0,1,0,1,0,regular,4,6,6,5,4,5.25,6,5,6,4,5,5.2,3,4,5,5,4.25,5,4,4,5,5,4.6,1,1,1,1,1,1
115,SK9632,0,0,1,0,0,0,0,0,0,1,0,0.5,3.888888889,1,0,1,SK,0,0,0,0,0,0,0,1,0,0,regular,2.7,4,4,3,4,3.75,4,4,5,3,5,4.2,4,2,3,4,3.25,5,5,2,6,3,4.2,1,1,1,0,0,0
116,SK7150,0,0,0,1,0,0,0,0,1,0,0,0.166666667,3.944444444,1,1,1,SK,0,0,0,0,0,0,1,0,0,0,regular,2,4,4,4,3,3.75,2,5,4,3,4,3.6,4,3,3,5,3.75,5,4,4,6,4,4.6,0,1,0,0,0,0
117,SK2248,0,1,0,1,0,0,0,0,0,0,0,0.666666667,5.166666667,0,1,1,SK,0,1,0,0,0,0,0,1,0,0,regular,3.7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4.75,6,1,6,6,1,4,0,1,1,1,0,1
118,SK8782,0,0,0,1,0,0,0,0,0,0,0,0.666666667,4.555555556,1,1,1,SK,1,0,0,1,0,0,0,1,0,1,regular,NA,6,6,3,5,5,4,4,4,4,4,4,6,4,4,5,4.75,5,4,5,5,4,4.6,1,0,1,1,0,1
119,SK5027,0,0,0,0,1,0,0,0,0,1,0,0.833333333,3.833333333,1,1,1,SK,0,0,0,0,0,0,1,0,0,0,regular,4,4,5,4,3,4,3,4,4,3,4,3.6,4,4,3,3,3.5,5,3,4,4,5,4.2,1,1,1,1,0,1
120,SK4207,1,0,1,0,0,1,0,0,1,0,0,1,4.277777778,1,1,1,SK,0,0,0,0,0,0,0,1,0,0,regular,4,6,5,5,3,4.75,3,4,4,3,3,3.4,5,4,5,4,4.5,4,6,4,6,3,4.6,1,1,1,1,1,1
121,SK0098,0,0,1,0,0,0,0,0,1,0,0,0.833333333,3.5,1,1,1,SK,0,1,0,0,1,0,1,0,0,0,regular,2,4,3,3,3,3.25,4,3,3,2,3,3,3,2,3,4,3,5,4,3,6,5,4.6,1,1,1,1,1,0
122,SK2035,0,1,1,0,0,0,0,0,1,0,0,1,4.055555556,0,0,1,SK,1,0,0,0,0,0,1,0,1,0,regular,4,5,5,4,2,4,5,5,4,3,5,4.4,4,2,3,4,3.25,5,5,3,4,5,4.4,1,1,1,1,1,1
123,SK4357,0,0,0,1,0,0,0,0,1,1,0,0.666666667,4.444444444,1,1,1,SK,1,0,0,0,0,0,1,0,0,0,regular,2,6,6,5,3,5,5,5,5,4,3,4.4,3,3,3,4,3.25,5,5,5,5,5,5,1,0,1,1,1,0
124,SK5055,0,0,0,0,1,0,0,0,0,1,0,0.833333333,4,0,1,1,SK,0,0,0,0,0,0,1,0,0,0,regular,3.3,4,5,4,2,3.75,3,4,5,3,4,3.8,4,4,3,3,3.5,5,3,4,6,6,4.8,1,1,1,1,0,1
125,SK1260,0,0,0,0,0,0,1,0,0,1,0,0,4.055555556,1,1,1,SK,0,0,0,0,1,0,1,0,0,0,regular,4,5,4,3,4,4,5,5,5,2,5,4.4,4,3,3,4,3.5,5,5,3,4,4,4.2,0,0,0,0,0,0
126,SK6595,0,0,1,0,0,1,0,0,0,1,0,0.666666667,3.444444444,1,0,1,SK,1,0,0,0,0,0,1,0,0,0,regular,4,5,2,3,4,3.5,4,4,3,3,3,3.4,4,3,3,3,3.25,4,3,3,6,2,3.6,1,0,1,1,0,1
127,SK4503,0,0,0,1,0,0,0,0,0,1,0,0.833333333,3.666666667,0,1,1,SK,1,0,0,0,0,0,1,1,0,0,regular,3,6,5,4,3,4.5,3,2,2,3,4,2.8,4,3,3,4,3.5,5,4,3,6,2,4,0,1,1,1,1,1
128,SK2571,0,1,0,1,0,0,0,0,1,1,0,0.5,3.944444444,1,1,1,SK,0,0,0,0,1,0,0,0,0,0,regular,1,4,5,3,3,3.75,5,6,6,4,1,4.4,5,3,3,5,4,4,3,3,5,3,3.6,0,1,1,0,1,0
129,SK8386,0,1,1,0,0,0,0,0,0,1,0,0.833333333,3.833333333,1,1,1,SK,0,1,0,0,0,0,0,0,0,0,regular,2.7,5,5,4,2,4,3,4,4,3,4,3.6,4,4,4,4,4,4,4,4,5,2,3.8,1,1,1,1,1,0
130,SK7982,0,1,1,0,0,0,0,0,0,1,0,0.5,3.833333333,1,1,1,SK,0,0,0,0,0,0,0,1,0,1,regular,NA,5,4,4,3,4,2,3,3,3,2,2.6,4,5,5,3,4.25,5,5,3,6,4,4.6,0,1,1,1,0,0
131,SK2861,0,1,0,1,0,0,0,0,0,0,0,0.5,4.722222222,0,1,1,SK,0,1,0,0,0,0,0,0,0,0,regular,0,6,6,6,5,5.75,5,3,5,3,4,4,4,3,5,3,3.75,6,4,5,6,6,5.4,0,0,1,1,1,0
132,SK7864,0,0,0,1,0,0,0,0,0,1,0,0.666666667,3.611111111,0,1,1,SK,1,0,0,0,0,0,0,0,1,1,regular,NA,2,4,4,3,3.25,4,4,4,3,4,3.8,4,3,3,4,3.5,4,4,3,4,4,3.8,1,1,1,1,0,0
133,SK5388,0,1,0,0,0,1,0,0,1,1,0,0.5,3.666666667,1,1,1,SK,1,1,0,0,0,1,1,1,0,0,regular,3.7,4,4,4,3,3.75,4,4,4,3,4,3.8,4,2,3,4,3.25,4,4,4,4,3,3.8,1,1,0,0,1,0
134,SK2760,0,1,1,0,0,0,0,0,1,1,0,0.333333333,4.055555556,1,1,1,SK,1,0,0,0,1,0,0,0,0,0,regular,3,6,6,4,2,4.5,4,4,4,2,5,3.8,5,3,2,5,3.75,4,4,3,5,5,4.2,0,1,0,1,0,0
135,SK4882,0,1,0,0,0,1,0,0,1,1,0,1,4.777777778,1,1,1,SK,1,0,0,0,0,0,0,0,0,0,regular,2,6,6,6,1,4.75,4,4,4,4,4,4,6,5,5,6,5.5,6,6,4,6,3,5,1,1,1,1,1,1
136,SK8686,0,1,0,0,0,1,0,0,0,1,0,0.833333333,3.888888889,1,1,1,SK,0,0,0,0,0,0,0,0,0,0,regular,0,3,3,4,4,3.5,3,4,4,5,4,4,4,5,5,4,4.5,4,3,3,6,2,3.6,1,1,1,1,0,1
137,SK9296,0,0,1,0,0,0,0,0,0,1,0,0.666666667,3.5,1,1,1,SK,0,0,0,0,0,0,0,1,1,0,regular,3,4,4,3,3,3.5,3,4,4,3,4,3.6,4,3,3,3,3.25,4,4,4,4,2,3.6,1,1,0,1,1,0
138,SK9935,0,1,0,0,1,0,0,0,1,1,0,0.833333333,4.388888889,1,1,1,SK,0,0,0,0,1,0,0,1,0,0,regular,3,6,6,5,3,5,4,4,4,4,4,4,4,5,3,5,4.25,6,5,2,4,5,4.4,0,1,1,1,1,1
139,SK8464,0,1,1,0,0,0,0,0,0,1,0,0.333333333,3.888888889,1,1,1,SK,0,0,0,0,0,0,0,0,0,0,regular,0,4,5,4,3,4,4,4,4,4,3,3.8,4,5,4,3,4,4,4,4,4,3,3.8,1,1,0,0,0,0
140,SK4833,0,1,0,0,1,0,0,0,0,1,0,0.833333333,3.666666667,1,0,1,SK,0,0,0,0,0,0,1,0,0,1,regular,NA,4,5,3,2,3.5,4,5,5,3,3,4,4,5,5,3,4.25,3,3,3,5,1,3,1,1,1,1,0,1
141,SK7679,0,1,0,1,0,1,0,0,1,0,0,0.833333333,4.444444444,1,1,1,SK,0,0,0,0,1,0,1,0,0,0,regular,0,5,5,4,3,4.25,4,4,5,4,4,4.2,5,4,4,5,4.5,5,5,4,5,5,4.8,0,1,1,1,1,1
142,SK8641,0,0,0,0,0,0,1,0,0,1,1,0.666666667,4.222222222,1,1,1,SK,1,0,0,1,1,0,0,0,0,0,regular,2.7,5,5,5,3,4.5,5,4,4,4,4,4.2,5,3,3,4,3.75,5,5,3,5,4,4.4,0,1,0,1,1,1
143,SK4111,0,0,0,0,0,1,0,0,0,1,0,0.666666667,3.833333333,1,1,1,SK,0,0,0,0,0,0,1,0,0,0,regular,4,5,5,4,4,4.5,3,4,4,3,5,3.8,4,5,4,4,4.25,4,3,3,3,2,3,1,1,1,1,0,0
144,SK2591,0,1,0,0,0,1,0,0,1,1,0,1,4.833333333,1,1,1,SK,0,0,0,0,0,0,1,0,0,1,regular,NA,5,5,5,5,5,5,5,5,2,5,4.4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
145,SP4937,0,0,0,1,0,0,1,0,1,1,0,0.666666667,3.611111111,1,1,0,SP,0,1,0,0,0,0,0,0,0,0,regular,4,4,4,4,3,3.75,4,4,4,5,4,4.2,4,5,3,4,4,3,3,2,4,1,2.6,1,1,1,0,1,0
146,SP2567,0,1,0,0,0,0,1,0,1,1,0,0.833333333,4.833333333,1,1,0,SP,0,0,1,0,0,0,0,0,0,0,regular,3.3,5,4,4,4,4.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1
147,SP0208,0,1,0,0,0,0,1,0,0,1,0,0.333333333,3.722222222,0,1,0,SP,0,0,0,0,1,0,1,0,0,0,regular,0,4,4,5,2,3.75,4,4,4,3,4,3.8,4,3,3,4,3.5,4,4,3,4,4,3.8,1,0,0,0,1,0
148,SP2387,0,0,0,1,0,0,0,0,1,1,0,0.5,4.666666667,1,1,0,SP,0,1,0,0,1,0,0,1,0,1,regular,NA,5,4,5,4,4.5,3,4,4,5,4,4,5,5,5,5,5,5,6,3,6,6,5.2,1,0,0,0,1,1
149,SP8139,0,0,1,0,0,0,0,0,0,1,0,0.666666667,2.666666667,1,0,0,SP,1,1,0,0,0,1,0,0,1,1,regular,NA,3,2,1,2,2,2,2,2,2,4,2.4,4,3,2,2,2.75,3,3,3,6,2,3.4,0,1,1,0,1,1
150,SP7440,0,1,1,0,0,1,0,0,1,1,0,1,4.5,0,0,0,SP,0,0,0,0,0,0,0,1,0,0,regular,1,1,5,4,5,3.75,6,6,6,6,4,5.6,5,5,5,5,5,2,4,5,5,2,3.6,1,1,1,1,1,1
151,SP9603,0,1,1,1,0,0,0,0,1,0,0,0.833333333,4.166666667,0,1,0,SP,1,0,0,0,0,0,1,0,0,1,regular,NA,4,4,4,3,3.75,6,5,6,3,3,4.6,5,3,4,4,4,6,5,3,6,1,4.2,1,1,1,1,0,1
152,SP9300,0,0,1,0,0,0,0,0,1,1,1,0.833333333,4,1,1,0,SP,1,0,0,0,0,0,0,0,0,0,regular,1,5,5,4,5,4.75,4,5,3,3,4,3.8,4,5,4,3,4,5,3,3,5,2,3.6,1,1,1,0,1,1
153,SP0922,0,1,0,0,1,1,0,0,1,1,0,1,3.833333333,1,1,0,SP,0,1,0,0,1,1,0,0,0,0,regular,1,5,5,4,3,4.25,4,4,5,2,4,3.8,4,5,4,3,4,4,3,1,5,4,3.4,1,1,1,1,1,1
154,SP5705,0,0,0,0,0,1,0,0,0,0,0,0.833333333,3,1,0,0,SP,1,1,0,0,0,0,1,1,0,0,regular,0,2,4,3,2,2.75,2,2,2,2,5,2.6,3,3,3,3,3,4,4,3,4,3,3.6,1,1,1,1,1,0
155,SP3446,0,1,1,0,0,0,0,0,0,1,0,0.333333333,2.388888889,1,1,0,SP,1,0,0,0,0,0,0,0,0,0,regular,1,1,1,1,5,2,1,3,1,4,2,2.2,1,5,5,2,3.25,1,1,5,2,2,2.2,0,1,1,0,0,0
156,SP2747,0,1,0,0,0,0,1,0,1,1,0,0.666666667,4.055555556,1,1,0,SP,0,0,0,0,0,0,1,0,0,0,regular,0,5,5,5,5,5,4,4,4,4,4,4,2,5,5,2,3.5,4,4,3,4,4,3.8,1,1,1,1,0,0
157,SP8605,0,0,0,0,0,1,0,0,0,0,1,0.666666667,4.111111111,1,1,0,SP,1,0,0,1,0,0,0,1,0,0,regular,4,6,5,5,2,4.5,4,5,5,3,3,4,4,2,4,5,3.75,5,4,3,5,4,4.2,1,0,1,1,0,1
158,SP9214,0,0,0,0,0,0,1,0,1,1,0,0.833333333,3.5,1,1,0,SP,0,1,0,0,0,1,1,0,1,1,regular,NA,4,4,4,2,3.5,4,3,3,2,4,3.2,4,2,2,4,3,5,4,3,5,4,4.2,1,1,1,0,1,1
159,SP7162,0,0,0,0,0,1,0,0,1,0,0,0.666666667,4.888888889,1,1,0,SP,0,0,0,0,0,0,1,0,0,0,regular,3,5,5,4,5,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.8,1,1,1,0,1,0
160,SP5816,0,1,0,0,0,1,0,0,1,0,0,0.666666667,4.277777778,0,1,0,SP,0,1,0,0,0,0,1,0,0,0,regular,1,5,4,4,5,4.5,4,5,5,5,4,4.6,5,5,4,4,4.5,4,3,3,6,2,3.6,1,0,1,1,0,1
161,SP2497,0,0,0,1,0,0,0,0,0,1,0,0.833333333,3.666666667,1,0,0,SP,1,0,1,0,0,0,0,0,0,0,regular,1,5,5,3,4,4.25,3,4,4,4,3,3.6,3,3,3,2,2.75,3,5,4,3,5,4,1,1,1,1,0,1
162,SP3267,0,0,1,0,0,0,0,0,0,1,0,0.833333333,4,1,1,0,SP,0,1,0,1,1,1,1,0,0,1,regular,NA,4,4,4,3,3.75,4,4,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4.2,1,1,1,1,0,1
163,SP6363,1,0,0,0,0,1,0,0,0,0,1,1,4.388888889,1,1,0,SP,0,0,0,0,0,0,0,0,0,0,regular,2.3,5,5,4,4,4.5,4,4,5,4,4,4.2,4,4,5,4,4.25,5,5,4,5,4,4.6,1,1,1,1,1,1
164,SP8053,0,0,0,0,0,1,0,0,1,0,0,0.666666667,2.722222222,0,0,0,SP,0,1,1,1,0,0,0,0,0,0,regular,0,5,4,2,2,3.25,2,2,2,1,3,2,4,2,2,5,3.25,3,3,2,3,2,2.6,1,1,1,0,1,0
165,SP5010,0,0,0,0,0,1,0,0,1,1,0,0.5,3.833333333,1,1,0,SP,0,0,0,0,0,0,1,0,0,0,regular,3.7,5,5,4,3,4.25,5,4,4,4,3,4,4,3,3,4,3.5,3,3,4,5,3,3.6,1,1,0,0,0,1
166,SP8436,0,0,1,0,0,0,0,0,0,0,1,0.5,3.722222222,1,1,0,SP,0,0,0,1,0,0,0,1,0,0,regular,3,5,4,5,4,4.5,3,3,4,2,2,2.8,4,3,4,5,4,5,2,4,5,3,3.8,0,1,1,1,0,0
167,SP0223,0,1,1,0,0,0,0,0,0,1,0,0.666666667,3.666666667,0,0,0,SP,1,1,0,0,1,0,0,0,0,1,regular,NA,4,4,2,4,3.5,2,3,4,4,4,3.4,5,4,4,4,4.25,4,4,4,5,1,3.6,1,1,1,1,0,0
168,SP7138,0,1,0,0,0,0,1,0,0,1,0,0.5,4.444444444,1,1,0,SP,1,0,0,0,0,0,1,0,0,1,regular,NA,5,5,4,4,4.5,4,4,5,4,3,4,5,5,5,4,4.75,5,4,4,5,5,4.6,1,1,1,0,0,0
169,SP1993,0,1,0,0,0,0,1,0,0,1,0,0.5,4.055555556,1,1,0,SP,0,0,1,0,1,0,0,1,0,0,regular,0,4,5,5,2,4,5,5,5,3,4,4.4,5,2,4,4,3.75,5,3,4,5,3,4,1,0,0,1,1,0
170,SP4965,0,1,0,0,0,1,0,0,1,1,0,1,4.055555556,1,1,0,SP,0,0,0,0,0,0,0,0,0,0,regular,4,5,5,4,4,4.5,3,4,4,4,4,3.8,4,4,5,3,4,5,3,3,5,4,4,1,1,1,1,1,1
171,SP9640,0,0,0,0,0,1,0,0,1,1,0,0.5,4.833333333,1,1,0,SP,0,0,1,0,0,0,0,0,0,0,regular,2.3,6,6,6,5,5.75,6,6,6,1,6,5,6,1,1,6,3.5,6,6,1,6,6,5,1,0,0,0,1,1
172,SP5266,0,0,1,1,0,0,0,0,1,0,0,0.833333333,4.5,1,1,0,SP,1,1,0,1,0,0,1,0,0,0,regular,4,5,5,5,4,4.75,5,5,5,4,5,4.8,5,5,3,5,4.5,6,3,2,6,3,4,1,1,1,1,0,1
173,SP1710,0,1,0,0,0,1,0,0,0,1,0,1,5.444444444,1,1,0,SP,0,1,0,0,1,0,0,0,0,1,regular,NA,6,6,6,2,5,6,6,6,6,4,5.6,6,5,4,6,5.25,6,6,6,6,5,5.8,1,1,1,1,1,1
174,SP8940,0,0,0,1,0,0,0,0,0,0,1,0.666666667,4.222222222,1,1,0,SP,0,0,0,0,1,0,1,0,1,0,regular,2.7,6,6,3,4,4.75,5,5,5,3,4,4.4,5,4,3,2,3.5,4,5,3,5,4,4.2,0,1,1,1,0,1
175,SP1279,0,0,1,0,0,1,0,0,1,0,0,0.666666667,4.055555556,1,0,0,SP,0,0,1,0,0,0,1,0,0,1,regular,NA,5,5,4,5,4.75,4,3,4,3,4,3.6,4,4,5,4,4.25,5,4,3,4,3,3.8,0,1,1,0,1,1
176,SP7902,0,0,0,0,1,0,0,0,1,0,0,0.833333333,4.222222222,1,0,0,SP,0,0,0,0,0,0,1,0,0,0,regular,3,4,5,3,3,3.75,4,4,4,5,4,4.2,4,5,4,3,4,5,5,5,5,4,4.8,1,1,1,1,0,1
177,SP0688,0,1,0,0,0,1,1,0,0,1,0,1,4.222222222,0,1,0,SP,1,0,1,0,0,0,0,0,0,0,regular,4,6,5,4,2,4.25,4,4,4,4,4,4,4,4,5,4,4.25,5,5,5,5,2,4.4,1,1,1,1,1,1
178,SP6732,0,0,1,0,0,0,0,0,1,1,0,1,3.5,1,1,0,SP,0,1,0,0,0,1,1,0,1,1,regular,NA,6,5,5,2,4.5,5,4,3,2,5,3.8,2,2,2,4,2.5,4,4,2,4,2,3.2,1,1,1,1,1,1
179,SP9345,1,0,0,0,0,1,0,0,1,1,0,0.5,4.166666667,1,1,0,SP,0,1,0,0,0,1,1,1,0,0,regular,2.7,5,5,5,3,4.5,4,5,5,3,4,4.2,5,3,3,4,3.75,4,3,4,6,4,4.2,0,1,0,1,0,1
180,SP6054,1,0,1,0,0,0,0,0,0,1,0,0.666666667,4.166666667,1,0,0,SP,0,0,0,0,0,0,0,1,0,0,regular,2.3,5,5,5,4,4.75,5,5,5,4,4,4.6,5,2,4,5,4,4,4,3,4,2,3.4,0,0,1,1,1,1
181,SP3129,0,0,0,0,1,0,0,0,0,1,0,1,4.555555556,1,1,0,SP,0,1,0,0,1,1,1,0,1,0,regular,3,5,4,5,4,4.5,5,5,5,4,4,4.6,5,4,3,6,4.5,5,4,4,5,5,4.6,1,1,1,1,1,1
182,SP5582,0,1,0,0,0,1,0,0,1,0,0,0.666666667,4.277777778,1,1,0,SP,1,0,0,0,0,0,0,0,0,0,regular,2,5,5,4,3,4.25,4,4,4,5,4,4.2,5,6,3,5,4.75,5,2,3,5,5,4,0,1,1,0,1,1
183,SP0971,0,0,0,0,0,0,0,0,0,0,1,0.666666667,3.666666667,1,0,0,SP,0,0,0,0,0,0,0,1,0,0,regular,0,5,5,3,3,4,3,4,4,4,3,3.6,3,4,3,4,3.5,4,3,3,5,3,3.6,1,1,1,1,0,0
184,SP9915,0,0,0,0,0,0,0,0,1,1,0,0,4.333333333,0,0,0,SP,1,0,0,0,0,0,1,0,0,0,regular,0,5,5,4,5,4.75,5,4,5,3,4,4.2,6,5,5,5,5.25,4,5,1,5,2,3.4,0,0,0,0,0,0
185,SP0229,0,0,0,0,0,0,1,0,0,1,1,0.333333333,4.055555556,0,1,0,SP,0,1,0,0,0,0,0,0,1,0,regular,0,4,5,4,3,4,4,4,5,2,5,4,4,3,3,5,3.75,5,6,1,5,5,4.4,0,1,1,0,0,0
186,SA2537,0,1,0,0,1,0,0,0,0,1,0,1,5.388888889,1,1,0,SA,0,1,0,0,0,0,1,0,0,0,regular,2,6,6,6,1,4.75,6,6,6,6,6,6,6,6,6,5,5.75,4,6,3,6,6,5,1,1,1,1,1,1
187,SA9471,0,0,0,0,0,0,1,0,0,1,0,1,4.722222222,1,1,0,SA,0,0,0,0,0,0,1,0,0,0,regular,4,5,5,5,5,5,4,4,5,5,4,4.4,4,5,5,4,4.5,5,5,5,5,5,5,1,1,1,1,1,1
188,SA4267,0,1,0,0,0,1,0,0,0,1,0,0.833333333,5.222222222,1,1,0,SA,1,0,0,0,0,0,0,0,0,0,regular,4,6,6,6,3,5.25,6,6,6,5,6,5.8,6,4,2,6,4.5,6,6,4,6,4,5.2,0,1,1,1,1,1
189,SA4693,0,1,1,0,0,0,0,0,1,0,0,1,4.666666667,1,1,0,SA,1,0,0,0,0,0,0,0,0,0,regular,3,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,3.75,5,5,5,4,5,4.8,1,1,1,1,1,1
190,SA0822,0,0,0,0,0,0,0,0,0,0,0,0.666666667,3.611111111,0,1,0,SA,1,0,0,0,0,0,1,0,0,0,regular,3.3,5,4,3,3,3.75,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,3.8,0,1,1,1,1,0
